"COD_IBGE","NM_MUN","NM_MUN_S","BIOMA","NM_UF"
4112009,"JAGUARIAÍVA","JAGUARIAIVA","Mata Atlantica","PARANA"
2306801,"JAGUARIBARA","JAGUARIBARA","Caatinga","CEARA"
2306900,"JAGUARIBE","JAGUARIBE","Caatinga","CEARA"
2917805,"JAGUARIPE","JAGUARIPE","Mata Atlantica","BAHIA"
3524709,"JAGUARIÚNA","JAGUARIUNA","Mata Atlantica","SAO PAULO"
2307007,"JAGUARUANA","JAGUARUANA","Caatinga","CEARA"
4208807,"JAGUARUNA","JAGUARUNA","Mata Atlantica","SANTA CATARINA"
3135050,"JAÍBA","JAIBA","Caatinga","MINAS GERAIS"
2205201,"JAICÓS","JAICOS","Caatinga","PIAUI"
3524808,"JALES","JALES","Mata Atlantica","SAO PAULO"
3524907,"JAMBEIRO","JAMBEIRO","Mata Atlantica","SAO PAULO"
3135076,"JAMPRUCA","JAMPRUCA","Mata Atlantica","MINAS GERAIS"
3135100,"JANAÚBA","JANAUBA","Caatinga","MINAS GERAIS"
3135100,"JANAÚBA","JANAUBA","Cerrado","MINAS GERAIS"
5211701,"JANDAIA","JANDAIA","Cerrado","GOIAS"
4112108,"JANDAIA DO SUL","JANDAIA DO SUL","Mata Atlantica","PARANA"
2917904,"JANDAÍRA","JANDAIRA","Mata Atlantica","BAHIA"
2405108,"JANDAÍRA","JANDAIRA","Caatinga","RIO GRANDE DO NORTE"
3525003,"JANDIRA","JANDIRA","Mata Atlantica","SAO PAULO"
2405207,"JANDUÍS","JANDUIS","Caatinga","RIO GRANDE DO NORTE"
5104906,"JANGADA","JANGADA","Cerrado","MATO GROSSO"
4112207,"JANIÓPOLIS","JANIOPOLIS","Mata Atlantica","PARANA"
3135209,"JANUÁRIA","JANUARIA","Caatinga","MINAS GERAIS"
3135209,"JANUÁRIA","JANUARIA","Cerrado","MINAS GERAIS"
2405306,"JANUÁRIO CICCO","JANUARIO CICCO","Caatinga","RIO GRANDE DO NORTE"
3135308,"JAPARAÍBA","JAPARAIBA","Cerrado","MINAS GERAIS"
3135308,"JAPARAÍBA","JAPARAIBA","Mata Atlantica","MINAS GERAIS"
2703601,"JAPARATINGA","JAPARATINGA","Mata Atlantica","ALAGOAS"
2803302,"JAPARATUBA","JAPARATUBA","Mata Atlantica","SERGIPE"
3302270,"JAPERI","JAPERI","Mata Atlantica","RIO DE JANEIRO"
2405405,"JAPI","JAPI","Caatinga","RIO GRANDE DO NORTE"
4112306,"JAPIRA","JAPIRA","Mata Atlantica","PARANA"
2803401,"JAPOATÃ","JAPOATA","Mata Atlantica","SERGIPE"
3135357,"JAPONVAR","JAPONVAR","Caatinga","MINAS GERAIS"
3135357,"JAPONVAR","JAPONVAR","Cerrado","MINAS GERAIS"
5004809,"JAPORÃ","JAPORA","Mata Atlantica","MATO GROSSO DO SUL"
4112405,"JAPURÁ","JAPURA","Mata Atlantica","PARANA"
1302108,"JAPURÁ","JAPURA","Amazonia","AMAZONAS"
2607950,"JAQUEIRA","JAQUEIRA","Mata Atlantica","PERNAMBUCO"
4311122,"JAQUIRANA","JAQUIRANA","Mata Atlantica","RIO GRANDE DO SUL"
5004908,"JARAGUARI","JARAGUARI","Cerrado","MATO GROSSO DO SUL"
5211800,"JARAGUÁ","JARAGUA","Cerrado","GOIAS"
4208906,"JARAGUÁ DO SUL","JARAGUA DO SUL","Mata Atlantica","SANTA CATARINA"
2703700,"JARAMATAIA","JARAMATAIA","Caatinga","ALAGOAS"
5005004,"JARDIM","JARDIM","Cerrado","MATO GROSSO DO SUL"
2307106,"JARDIM","JARDIM","Caatinga","CEARA"
4112504,"JARDIM ALEGRE","JARDIM ALEGRE","Mata Atlantica","PARANA"
2405504,"JARDIM DE ANGICOS","JARDIM DE ANGICOS","Caatinga","RIO GRANDE DO NORTE"
2405603,"JARDIM DE PIRANHAS","JARDIM DE PIRANHAS","Caatinga","RIO GRANDE DO NORTE"
2205250,"JARDIM DO MULATO","JARDIM DO MULATO","Cerrado","PIAUI"
2405702,"JARDIM DO SERIDÓ","JARDIM DO SERIDO","Caatinga","RIO GRANDE DO NORTE"
4112603,"JARDIM OLINDA","JARDIM OLINDA","Mata Atlantica","PARANA"
4208955,"JARDINÓPOLIS","JARDINOPOLIS","Mata Atlantica","SANTA CATARINA"
3525102,"JARDINÓPOLIS","JARDINOPOLIS","Cerrado","SAO PAULO"
3525102,"JARDINÓPOLIS","JARDINOPOLIS","Mata Atlantica","SAO PAULO"
4311130,"JARI","JARI","Mata Atlantica","RIO GRANDE DO SUL"
4311130,"JARI","JARI","Pampa","RIO GRANDE DO SUL"
3525201,"JARINU","JARINU","Mata Atlantica","SAO PAULO"
1100114,"JARU","JARU","Amazonia","RONDONIA"
4112702,"JATAIZINHO","JATAIZINHO","Mata Atlantica","PARANA"
5211909,"JATAÍ","JATAI","Cerrado","GOIAS"
2608008,"JATAÚBA","JATAUBA","Caatinga","PERNAMBUCO"
5005103,"JATEÍ","JATEI","Mata Atlantica","MATO GROSSO DO SUL"
2307205,"JATI","JATI","Caatinga","CEARA"
2105450,"JATOBÁ","JATOBA","Cerrado","MARANHAO"
2608057,"JATOBÁ","JATOBA","Caatinga","PERNAMBUCO"
2205276,"JATOBÁ DO PIAUÍ","JATOBA DO PIAUI","Cerrado","PIAUI"
3525300,"JAÚ","JAU","Cerrado","SAO PAULO"
3525300,"JAÚ","JAU","Mata Atlantica","SAO PAULO"
1711506,"JAÚ DO TOCANTINS","JAU DO TOCANTINS","Cerrado","TOCANTINS"
5212006,"JAUPACI","JAUPACI","Cerrado","GOIAS"
5105002,"JAURU","JAURU","Amazonia","MATO GROSSO"
5105002,"JAURU","JAURU","Cerrado","MATO GROSSO"
3135407,"JECEABA","JECEABA","Mata Atlantica","MINAS GERAIS"
3135456,"JENIPAPO DE MINAS","JENIPAPO DE MINAS","Cerrado","MINAS GERAIS"
3135456,"JENIPAPO DE MINAS","JENIPAPO DE MINAS","Mata Atlantica","MINAS GERAIS"
2105476,"JENIPAPO DOS VIEIRAS","JENIPAPO DOS VIEIRAS","Cerrado","MARANHAO"
3135506,"JEQUERI","JEQUERI","Mata Atlantica","MINAS GERAIS"
2703759,"JEQUIÁ DA PRAIA","JEQUIA DA PRAIA","Mata Atlantica","ALAGOAS"
2918001,"JEQUIÉ","JEQUIE","Caatinga","BAHIA"
2918001,"JEQUIÉ","JEQUIE","Mata Atlantica","BAHIA"
3135605,"JEQUITAÍ","JEQUITAI","Cerrado","MINAS GERAIS"
3135704,"JEQUITIBÁ","JEQUITIBA","Cerrado","MINAS GERAIS"
3135803,"JEQUITINHONHA","JEQUITINHONHA","Mata Atlantica","MINAS GERAIS"
2918100,"JEREMOABO","JEREMOABO","Caatinga","BAHIA"
2507408,"JERICÓ","JERICO","Caatinga","PARAIBA"
3525409,"JERIQUARA","JERIQUARA","Cerrado","SAO PAULO"
3525409,"JERIQUARA","JERIQUARA","Mata Atlantica","SAO PAULO"
3203106,"JERÔNIMO MONTEIRO","JERONIMO MONTEIRO","Mata Atlantica","ESPIRITO SANTO"
2205300,"JERUMENHA","JERUMENHA","Cerrado","PIAUI"
3135902,"JESUÂNIA","JESUANIA","Mata Atlantica","MINAS GERAIS"
4112751,"JESUÍTAS","JESUITAS","Mata Atlantica","PARANA"
5212055,"JESÚPOLIS","JESUPOLIS","Cerrado","GOIAS"
1100122,"JI-PARANÁ","JI-PARANA","Amazonia","RONDONIA"
2307254,"JIJOCA DE JERICOACOARA","JIJOCA DE JERICOACOARA","Caatinga","CEARA"
2918209,"JIQUIRIÇÁ","JIQUIRICA","Mata Atlantica","BAHIA"
2918308,"JITAÚNA","JITAUNA","Mata Atlantica","BAHIA"
4209003,"JOAÇABA","JOACABA","Mata Atlantica","SANTA CATARINA"
3136009,"JOAÍMA","JOAIMA","Mata Atlantica","MINAS GERAIS"
3136108,"JOANÉSIA","JOANESIA","Mata Atlantica","MINAS GERAIS"
3525508,"JOANÓPOLIS","JOANOPOLIS","Mata Atlantica","SAO PAULO"
2608107,"JOÃO ALFREDO","JOAO ALFREDO","Caatinga","PERNAMBUCO"
2608107,"JOÃO ALFREDO","JOAO ALFREDO","Mata Atlantica","PERNAMBUCO"
2405801,"JOÃO CÂMARA","JOAO CAMARA","Caatinga","RIO GRANDE DO NORTE"
2205359,"JOÃO COSTA","JOAO COSTA","Caatinga","PIAUI"
2405900,"JOÃO DIAS","JOAO DIAS","Caatinga","RIO GRANDE DO NORTE"
2918357,"JOÃO DOURADO","JOAO DOURADO","Caatinga","BAHIA"
2105500,"JOÃO LISBOA","JOAO LISBOA","Amazonia","MARANHAO"
2105500,"JOÃO LISBOA","JOAO LISBOA","Cerrado","MARANHAO"
3136207,"JOÃO MONLEVADE","JOAO MONLEVADE","Mata Atlantica","MINAS GERAIS"
3203130,"JOÃO NEIVA","JOAO NEIVA","Mata Atlantica","ESPIRITO SANTO"
2507507,"JOÃO PESSOA","JOAO PESSOA","Mata Atlantica","PARAIBA"
3136306,"JOÃO PINHEIRO","JOAO PINHEIRO","Cerrado","MINAS GERAIS"
3525607,"JOÃO RAMALHO","JOAO RAMALHO","Cerrado","SAO PAULO"
3525607,"JOÃO RAMALHO","JOAO RAMALHO","Mata Atlantica","SAO PAULO"
3136405,"JOAQUIM FELÍCIO","JOAQUIM FELICIO","Cerrado","MINAS GERAIS"
2703809,"JOAQUIM GOMES","JOAQUIM GOMES","Mata Atlantica","ALAGOAS"
2608206,"JOAQUIM NABUCO","JOAQUIM NABUCO","Mata Atlantica","PERNAMBUCO"
2205409,"JOAQUIM PIRES","JOAQUIM PIRES","Cerrado","PIAUI"
4112801,"JOAQUIM TÁVORA","JOAQUIM TAVORA","Mata Atlantica","PARANA"
2513653,"JOCA CLAUDINO","JOCA CLAUDINO","Caatinga","PARAIBA"
2205458,"JOCA MARQUES","JOCA MARQUES","Cerrado","PIAUI"
4311155,"JÓIA","JOIA","Pampa","RIO GRANDE DO SUL"
4209102,"JOINVILLE","JOINVILLE","Mata Atlantica","SANTA CATARINA"
3136504,"JORDÂNIA","JORDANIA","Mata Atlantica","MINAS GERAIS"
1200328,"JORDÃO","JORDAO","Amazonia","ACRE"
4209151,"JOSÉ BOITEUX","JOSE BOITEUX","Mata Atlantica","SANTA CATARINA"
3525706,"JOSÉ BONIFÁCIO","JOSE BONIFACIO","Mata Atlantica","SAO PAULO"
2406007,"JOSÉ DA PENHA","JOSE DA PENHA","Caatinga","RIO GRANDE DO NORTE"
2205508,"JOSÉ DE FREITAS","JOSE DE FREITAS","Cerrado","PIAUI"
3136520,"JOSÉ GONÇALVES DE MINAS","JOSE GONCALVES DE MINAS","Cerrado","MINAS GERAIS"
3136553,"JOSÉ RAYDAN","JOSE RAYDAN","Mata Atlantica","MINAS GERAIS"
2105609,"JOSELÂNDIA","JOSELANDIA","Cerrado","MARANHAO"
3136579,"JOSENÓPOLIS","JOSENOPOLIS","Cerrado","MINAS GERAIS"
5212105,"JOVIÂNIA","JOVIANIA","Cerrado","GOIAS"
5105101,"JUARA","JUARA","Amazonia","MATO GROSSO"
2507606,"JUAREZ TÁVORA","JUAREZ TAVORA","Caatinga","PARAIBA"
1711803,"JUARINA","JUARINA","Amazonia","TOCANTINS"
1711803,"JUARINA","JUARINA","Cerrado","TOCANTINS"
3136652,"JUATUBA","JUATUBA","Cerrado","MINAS GERAIS"
3136652,"JUATUBA","JUATUBA","Mata Atlantica","MINAS GERAIS"
2507705,"JUAZEIRINHO","JUAZEIRINHO","Caatinga","PARAIBA"
2918407,"JUAZEIRO","JUAZEIRO","Caatinga","BAHIA"
2307304,"JUAZEIRO DO NORTE","JUAZEIRO DO NORTE","Caatinga","CEARA"
2205516,"JUAZEIRO DO PIAUÍ","JUAZEIRO DO PIAUI","Caatinga","PIAUI"
2205516,"JUAZEIRO DO PIAUÍ","JUAZEIRO DO PIAUI","Cerrado","PIAUI"
2307403,"JUCÁS","JUCAS","Caatinga","CEARA"
2608255,"JUCATI","JUCATI","Caatinga","PERNAMBUCO"
2918456,"JUCURUÇU","JUCURUCU","Mata Atlantica","BAHIA"
2406106,"JUCURUTU","JUCURUTU","Caatinga","RIO GRANDE DO NORTE"
5105150,"JUÍNA","JUINA","Amazonia","MATO GROSSO"
5105150,"JUÍNA","JUINA","Cerrado","MATO GROSSO"
3136702,"JUIZ DE FORA","JUIZ DE FORA","Mata Atlantica","MINAS GERAIS"
2205524,"JÚLIO BORGES","JULIO BORGES","Caatinga","PIAUI"
2205524,"JÚLIO BORGES","JULIO BORGES","Cerrado","PIAUI"
4311205,"JÚLIO DE CASTILHOS","JULIO DE CASTILHOS","Mata Atlantica","RIO GRANDE DO SUL"
4311205,"JÚLIO DE CASTILHOS","JULIO DE CASTILHOS","Pampa","RIO GRANDE DO SUL"
3525805,"JÚLIO MESQUITA","JULIO MESQUITA","Mata Atlantica","SAO PAULO"
3525854,"JUMIRIM","JUMIRIM","Mata Atlantica","SAO PAULO"
2105658,"JUNCO DO MARANHÃO","JUNCO DO MARANHAO","Amazonia","MARANHAO"
2507804,"JUNCO DO SERIDÓ","JUNCO DO SERIDO","Caatinga","PARAIBA"
3525904,"JUNDIAÍ","JUNDIAI","Mata Atlantica","SAO PAULO"
4112900,"JUNDIAÍ DO SUL","JUNDIAI DO SUL","Mata Atlantica","PARANA"
2703908,"JUNDIÁ","JUNDIA","Mata Atlantica","ALAGOAS"
2406155,"JUNDIÁ","JUNDIA","Caatinga","RIO GRANDE DO NORTE"
2406155,"JUNDIÁ","JUNDIA","Mata Atlantica","RIO GRANDE DO NORTE"
2704005,"JUNQUEIRO","JUNQUEIRO","Mata Atlantica","ALAGOAS"
3526001,"JUNQUEIRÓPOLIS","JUNQUEIROPOLIS","Mata Atlantica","SAO PAULO"
2608305,"JUPI","JUPI","Caatinga","PERNAMBUCO"
4209177,"JUPIÁ","JUPIA","Mata Atlantica","SANTA CATARINA"
3526100,"JUQUIÁ","JUQUIA","Mata Atlantica","SAO PAULO"
3526209,"JUQUITIBA","JUQUITIBA","Mata Atlantica","SAO PAULO"
3136801,"JURAMENTO","JURAMENTO","Cerrado","MINAS GERAIS"
4112959,"JURANDA","JURANDA","Mata Atlantica","PARANA"
2608404,"JUREMA","JUREMA","Caatinga","PERNAMBUCO"
2608404,"JUREMA","JUREMA","Mata Atlantica","PERNAMBUCO"
2205532,"JUREMA","JUREMA","Caatinga","PIAUI"
2507903,"JURIPIRANGA","JURIPIRANGA","Caatinga","PARAIBA"
2507903,"JURIPIRANGA","JURIPIRANGA","Mata Atlantica","PARAIBA"
2508000,"JURU","JURU","Caatinga","PARAIBA"
3136900,"JURUAIA","JURUAIA","Mata Atlantica","MINAS GERAIS"
1302207,"JURUÁ","JURUA","Amazonia","AMAZONAS"
5105176,"JURUENA","JURUENA","Amazonia","MATO GROSSO"
1503903,"JURUTI","JURUTI","Amazonia","PARA"
5105200,"JUSCIMEIRA","JUSCIMEIRA","Cerrado","MATO GROSSO"
5105200,"JUSCIMEIRA","JUSCIMEIRA","Pantanal","MATO GROSSO"
5212204,"JUSSARA","JUSSARA","Cerrado","GOIAS"
4113007,"JUSSARA","JUSSARA","Mata Atlantica","PARANA"
2918506,"JUSSARA","JUSSARA","Caatinga","BAHIA"
2918555,"JUSSARI","JUSSARI","Mata Atlantica","BAHIA"
2918605,"JUSSIAPE","JUSSIAPE","Caatinga","BAHIA"
1302306,"JUTAÍ","JUTAI","Amazonia","AMAZONAS"
5005152,"JUTI","JUTI","Mata Atlantica","MATO GROSSO DO SUL"
3136959,"JUVENÍLIA","JUVENILIA","Caatinga","MINAS GERAIS"
4113106,"KALORÉ","KALORE","Mata Atlantica","PARANA"
1302405,"LÁBREA","LABREA","Amazonia","AMAZONAS"
4209201,"LACERDÓPOLIS","LACERDOPOLIS","Mata Atlantica","SANTA CATARINA"
3137007,"LADAINHA","LADAINHA","Mata Atlantica","MINAS GERAIS"
5005202,"LADÁRIO","LADARIO","Pantanal","MATO GROSSO DO SUL"
2918704,"LAFAIETE COUTINHO","LAFAIETE COUTINHO","Caatinga","BAHIA"
2918704,"LAFAIETE COUTINHO","LAFAIETE COUTINHO","Mata Atlantica","BAHIA"
3137106,"LAGAMAR","LAGAMAR","Cerrado","MINAS GERAIS"
2803500,"LAGARTO","LAGARTO","Caatinga","SERGIPE"
2803500,"LAGARTO","LAGARTO","Mata Atlantica","SERGIPE"
4209300,"LAGES","LAGES","Mata Atlantica","SANTA CATARINA"
2105708,"LAGO DA PEDRA","LAGO DA PEDRA","Amazonia","MARANHAO"
2105708,"LAGO DA PEDRA","LAGO DA PEDRA","Cerrado","MARANHAO"
2105807,"LAGO DO JUNCO","LAGO DO JUNCO","Amazonia","MARANHAO"
2105807,"LAGO DO JUNCO","LAGO DO JUNCO","Cerrado","MARANHAO"
2105948,"LAGO DOS RODRIGUES","LAGO DOS RODRIGUES","Amazonia","MARANHAO"
2105948,"LAGO DOS RODRIGUES","LAGO DOS RODRIGUES","Cerrado","MARANHAO"
2105906,"LAGO VERDE","LAGO VERDE","Amazonia","MARANHAO"
2508109,"LAGOA","LAGOA","Caatinga","PARAIBA"
2205557,"LAGOA ALEGRE","LAGOA ALEGRE","Cerrado","PIAUI"
4311239,"LAGOA BONITA DO SUL","LAGOA BONITA DO SUL","Mata Atlantica","RIO GRANDE DO SUL"
2406205,"LAGOA D'ANTA","LAGOA D'ANTA","Caatinga","RIO GRANDE DO NORTE"
2704104,"LAGOA DA CANOA","LAGOA DA CANOA","Caatinga","ALAGOAS"
1711902,"LAGOA DA CONFUSÃO","LAGOA DA CONFUSAO","Cerrado","TOCANTINS"
3137205,"LAGOA DA PRATA","LAGOA DA PRATA","Cerrado","MINAS GERAIS"
3137205,"LAGOA DA PRATA","LAGOA DA PRATA","Mata Atlantica","MINAS GERAIS"
2508208,"LAGOA DE DENTRO","LAGOA DE DENTRO","Caatinga","PARAIBA"
2608503,"LAGOA DE ITAENGA","LAGOA DE ITAENGA","Mata Atlantica","PERNAMBUCO"
2406304,"LAGOA DE PEDRAS","LAGOA DE PEDRAS","Caatinga","RIO GRANDE DO NORTE"
2205573,"LAGOA DE SÃO FRANCISCO","LAGOA DE SAO FRANCISCO","Caatinga","PIAUI"
2205573,"LAGOA DE SÃO FRANCISCO","LAGOA DE SAO FRANCISCO","Cerrado","PIAUI"
2406403,"LAGOA DE VELHOS","LAGOA DE VELHOS","Caatinga","RIO GRANDE DO NORTE"
2205565,"LAGOA DO BARRO DO PIAUÍ","LAGOA DO BARRO DO PIAUI","Caatinga","PIAUI"
2608453,"LAGOA DO CARRO","LAGOA DO CARRO","Mata Atlantica","PERNAMBUCO"
2105922,"LAGOA DO MATO","LAGOA DO MATO","Cerrado","MARANHAO"
2608602,"LAGOA DO OURO","LAGOA DO OURO","Mata Atlantica","PERNAMBUCO"
2205581,"LAGOA DO PIAUÍ","LAGOA DO PIAUI","Cerrado","PIAUI"
2205599,"LAGOA DO SÍTIO","LAGOA DO SITIO","Caatinga","PIAUI"
2205599,"LAGOA DO SÍTIO","LAGOA DO SITIO","Cerrado","PIAUI"
1711951,"LAGOA DO TOCANTINS","LAGOA DO TOCANTINS","Cerrado","TOCANTINS"
2608701,"LAGOA DOS GATOS","LAGOA DOS GATOS","Caatinga","PERNAMBUCO"
2608701,"LAGOA DOS GATOS","LAGOA DOS GATOS","Mata Atlantica","PERNAMBUCO"
4300002,"LAGOA DOS PATOS","LAGOA DOS PATOS","Pampa","RIO GRANDE DO SUL"
3137304,"LAGOA DOS PATOS","LAGOA DOS PATOS","Cerrado","MINAS GERAIS"
4311270,"LAGOA DOS TRÊS CANTOS","LAGOA DOS TRES CANTOS","Mata Atlantica","RIO GRANDE DO SUL"
3137403,"LAGOA DOURADA","LAGOA DOURADA","Mata Atlantica","MINAS GERAIS"
3137502,"LAGOA FORMOSA","LAGOA FORMOSA","Cerrado","MINAS GERAIS"
3137536,"LAGOA GRANDE","LAGOA GRANDE","Cerrado","MINAS GERAIS"
2608750,"LAGOA GRANDE","LAGOA GRANDE","Caatinga","PERNAMBUCO"
2105963,"LAGOA GRANDE DO MARANHÃO","LAGOA GRANDE DO MARANHAO","Cerrado","MARANHAO"
4300001,"LAGOA MIRIM","LAGOA MIRIM","Pampa","RIO GRANDE DO SUL"
2406502,"LAGOA NOVA","LAGOA NOVA","Caatinga","RIO GRANDE DO NORTE"
2918753,"LAGOA REAL","LAGOA REAL","Caatinga","BAHIA"
2918753,"LAGOA REAL","LAGOA REAL","Cerrado","BAHIA"
2406601,"LAGOA SALGADA","LAGOA SALGADA","Caatinga","RIO GRANDE DO NORTE"
3137601,"LAGOA SANTA","LAGOA SANTA","Cerrado","MINAS GERAIS"
5212253,"LAGOA SANTA","LAGOA SANTA","Cerrado","GOIAS"
2508307,"LAGOA SECA","LAGOA SECA","Caatinga","PARAIBA"
4311304,"LAGOA VERMELHA","LAGOA VERMELHA","Mata Atlantica","RIO GRANDE DO SUL"
4311254,"LAGOÃO","LAGOAO","Mata Atlantica","RIO GRANDE DO SUL"
3526308,"LAGOINHA","LAGOINHA","Mata Atlantica","SAO PAULO"
2205540,"LAGOINHA DO PIAUÍ","LAGOINHA DO PIAUI","Cerrado","PIAUI"
4209409,"LAGUNA","LAGUNA","Mata Atlantica","SANTA CATARINA"
4209409,"LAGUNA","LAGUNA","Mata Atlantica","SANTA CATARINA"
5005251,"LAGUNA CARAPÃ","LAGUNA CARAPA","Cerrado","MATO GROSSO DO SUL"
5005251,"LAGUNA CARAPÃ","LAGUNA CARAPA","Mata Atlantica","MATO GROSSO DO SUL"
2918803,"LAJE","LAJE","Mata Atlantica","BAHIA"
3302304,"LAJE DO MURIAÉ","LAJE DO MURIAE","Mata Atlantica","RIO DE JANEIRO"
1712009,"LAJEADO","LAJEADO","Cerrado","TOCANTINS"
4311403,"LAJEADO","LAJEADO","Mata Atlantica","RIO GRANDE DO SUL"
4311429,"LAJEADO DO BUGRE","LAJEADO DO BUGRE","Mata Atlantica","RIO GRANDE DO SUL"
4209458,"LAJEADO GRANDE","LAJEADO GRANDE","Mata Atlantica","SANTA CATARINA"
2105989,"LAJEADO NOVO","LAJEADO NOVO","Cerrado","MARANHAO"
2918902,"LAJEDÃO","LAJEDAO","Mata Atlantica","BAHIA"
2919009,"LAJEDINHO","LAJEDINHO","Caatinga","BAHIA"
2608800,"LAJEDO","LAJEDO","Caatinga","PERNAMBUCO"
2919058,"LAJEDO DO TABOCAL","LAJEDO DO TABOCAL","Caatinga","BAHIA"
2919058,"LAJEDO DO TABOCAL","LAJEDO DO TABOCAL","Mata Atlantica","BAHIA"
2406700,"LAJES","LAJES","Caatinga","RIO GRANDE DO NORTE"
2406809,"LAJES PINTADAS","LAJES PINTADAS","Caatinga","RIO GRANDE DO NORTE"
3137700,"LAJINHA","LAJINHA","Mata Atlantica","MINAS GERAIS"
2919108,"LAMARÃO","LAMARAO","Caatinga","BAHIA"
3137809,"LAMBARI","LAMBARI","Mata Atlantica","MINAS GERAIS"
5105234,"LAMBARI D'OESTE","LAMBARI D'OESTE","Amazonia","MATO GROSSO"
5105234,"LAMBARI D'OESTE","LAMBARI D'OESTE","Pantanal","MATO GROSSO"
3137908,"LAMIM","LAMIM","Mata Atlantica","MINAS GERAIS"
2205607,"LANDRI SALES","LANDRI SALES","Cerrado","PIAUI"
4113205,"LAPA","LAPA","Mata Atlantica","PARANA"
2919157,"LAPÃO","LAPAO","Caatinga","BAHIA"
3203163,"LARANJA DA TERRA","LARANJA DA TERRA","Mata Atlantica","ESPIRITO SANTO"
4113254,"LARANJAL","LARANJAL","Mata Atlantica","PARANA"
3138005,"LARANJAL","LARANJAL","Mata Atlantica","MINAS GERAIS"
1600279,"LARANJAL DO JARI","LARANJAL DO JARI","Amazonia","AMAPA"
3526407,"LARANJAL PAULISTA","LARANJAL PAULISTA","Mata Atlantica","SAO PAULO"
2803609,"LARANJEIRAS","LARANJEIRAS","Mata Atlantica","SERGIPE"
4113304,"LARANJEIRAS DO SUL","LARANJEIRAS DO SUL","Mata Atlantica","PARANA"
3138104,"LASSANCE","LASSANCE","Cerrado","MINAS GERAIS"
2508406,"LASTRO","LASTRO","Caatinga","PARAIBA"
4209508,"LAURENTINO","LAURENTINO","Mata Atlantica","SANTA CATARINA"
2919207,"LAURO DE FREITAS","LAURO DE FREITAS","Mata Atlantica","BAHIA"
4209607,"LAURO MÜLLER","LAURO MÜLLER","Mata Atlantica","SANTA CATARINA"
1712157,"LAVANDEIRA","LAVANDEIRA","Cerrado","TOCANTINS"
3526506,"LAVÍNIA","LAVINIA","Mata Atlantica","SAO PAULO"
3138203,"LAVRAS","LAVRAS","Mata Atlantica","MINAS GERAIS"
2307502,"LAVRAS DA MANGABEIRA","LAVRAS DA MANGABEIRA","Caatinga","CEARA"
4311502,"LAVRAS DO SUL","LAVRAS DO SUL","Pampa","RIO GRANDE DO SUL"
3526605,"LAVRINHAS","LAVRINHAS","Mata Atlantica","SAO PAULO"
3138302,"LEANDRO FERREIRA","LEANDRO FERREIRA","Cerrado","MINAS GERAIS"
3138302,"LEANDRO FERREIRA","LEANDRO FERREIRA","Mata Atlantica","MINAS GERAIS"
4209706,"LEBON RÉGIS","LEBON REGIS","Mata Atlantica","SANTA CATARINA"
3526704,"LEME","LEME","Cerrado","SAO PAULO"
3526704,"LEME","LEME","Mata Atlantica","SAO PAULO"
3138351,"LEME DO PRADO","LEME DO PRADO","Cerrado","MINAS GERAIS"
2919306,"LENÇÓIS","LENCOIS","Caatinga","BAHIA"
3526803,"LENÇÓIS PAULISTA","LENCOIS PAULISTA","Cerrado","SAO PAULO"
3526803,"LENÇÓIS PAULISTA","LENCOIS PAULISTA","Mata Atlantica","SAO PAULO"
4209805,"LEOBERTO LEAL","LEOBERTO LEAL","Mata Atlantica","SANTA CATARINA"
3138401,"LEOPOLDINA","LEOPOLDINA","Mata Atlantica","MINAS GERAIS"
5212303,"LEOPOLDO DE BULHÕES","LEOPOLDO DE BULHOES","Cerrado","GOIAS"
4113403,"LEÓPOLIS","LEOPOLIS","Mata Atlantica","PARANA"
4311601,"LIBERATO SALZANO","LIBERATO SALZANO","Mata Atlantica","RIO GRANDE DO SUL"
3138500,"LIBERDADE","LIBERDADE","Mata Atlantica","MINAS GERAIS"
2919405,"LICÍNIO DE ALMEIDA","LICINIO DE ALMEIDA","Caatinga","BAHIA"
2919405,"LICÍNIO DE ALMEIDA","LICINIO DE ALMEIDA","Cerrado","BAHIA"
4113429,"LIDIANÓPOLIS","LIDIANOPOLIS","Mata Atlantica","PARANA"
2106003,"LIMA CAMPOS","LIMA CAMPOS","Cerrado","MARANHAO"
3138609,"LIMA DUARTE","LIMA DUARTE","Mata Atlantica","MINAS GERAIS"
3526902,"LIMEIRA","LIMEIRA","Mata Atlantica","SAO PAULO"
3138625,"LIMEIRA DO OESTE","LIMEIRA DO OESTE","Cerrado","MINAS GERAIS"
3138625,"LIMEIRA DO OESTE","LIMEIRA DO OESTE","Mata Atlantica","MINAS GERAIS"
2608909,"LIMOEIRO","LIMOEIRO","Caatinga","PERNAMBUCO"
2608909,"LIMOEIRO","LIMOEIRO","Mata Atlantica","PERNAMBUCO"
2704203,"LIMOEIRO DE ANADIA","LIMOEIRO DE ANADIA","Caatinga","ALAGOAS"
2704203,"LIMOEIRO DE ANADIA","LIMOEIRO DE ANADIA","Mata Atlantica","ALAGOAS"
1504000,"LIMOEIRO DO AJURU","LIMOEIRO DO AJURU","Amazonia","PARA"
2307601,"LIMOEIRO DO NORTE","LIMOEIRO DO NORTE","Caatinga","CEARA"
4113452,"LINDOESTE","LINDOESTE","Mata Atlantica","PARANA"
3527009,"LINDÓIA","LINDOIA","Mata Atlantica","SAO PAULO"
